ship.id,ship.date,ship.mode,ship.cost
LP-28356,2015-07-30,Standard Class,2.1
AX-28357,2015-09-03,Standard Class,13
LM-28358,2015-01-08,Standard Class,6.3
LP-28359,2015-04-30,Standard Class,16.3
JK-28360,2015-04-06,Standard Class,11.2
JK-28361,2015-09-11,Standard Class,11.8
TA-28362,2015-06-16,Standard Class,1.8
LM-28363,2015-10-01,Standard Class,0.2
LP-28364,2015-02-01,Standard Class,1.8
LP-28365,2015-12-30,Standard Class,11.7
OP-28366,2015-06-26,Standard Class,12.9
TA-28367,2015-01-26,Standard Class,3.1
PQ-28368,2016-01-03,Standard Class,13.9
LM-28369,2015-03-23,Standard Class,4.7
LM-28370,2015-04-06,Standard Class,15.8
MZ-28371,2015-10-15,Standard Class,11.4
PQ-28372,2015-03-19,Standard Class,9.4
DF-28373,2015-02-13,Standard Class,2.5
OP-28374,2015-03-07,Standard Class,0.3
TA-28375,2015-12-15,Standard Class,3.7
PQ-28376,2015-09-14,Standard Class,12.2
DF-28377,2015-10-23,Standard Class,12.9
PQ-28378,2015-07-14,Standard Class,1.6
PQ-28379,2015-12-31,Standard Class,13.4
JK-28380,2015-08-27,Standard Class,7.4
LM-28381,2015-07-26,Standard Class,13.1
DF-28382,2015-09-11,Standard Class,9.6
MZ-28383,2016-01-05,Standard Class,12.7
LM-28384,2015-08-08,Standard Class,1.8
LP-28385,2015-10-30,Standard Class,4.3
PQ-28386,2015-03-11,Standard Class,2.4
OP-28387,2015-03-17,Standard Class,11
OP-28388,2015-03-18,Standard Class,9
DZ-28389,2015-12-14,Standard Class,1.6
OP-28390,2015-05-05,Standard Class,13
TA-28391,2015-03-22,Standard Class,7.6
TA-28392,2015-04-28,Standard Class,16.1
LP-28393,2015-03-27,Standard Class,10.8
LM-28394,2015-08-23,Standard Class,11.6
DZ-28395,2015-08-27,Standard Class,2
JK-28396,2015-03-06,Standard Class,2.8
AX-28397,2015-09-08,Standard Class,3.6
LP-28398,2015-07-06,Standard Class,11.7
OP-28399,2015-10-22,Standard Class,11.6
JK-28400,2015-02-13,Standard Class,2.1
JK-28401,2015-04-06,Standard Class,13.9
TA-28402,2015-01-30,Standard Class,7.1
PQ-28403,2015-12-12,Standard Class,16.1
OP-28404,2015-01-25,Standard Class,11.4
DZ-28405,2015-11-13,Standard Class,11.6
DZ-28406,2015-10-03,Standard Class,2.7
TA-28407,2015-03-01,Standard Class,1.7
PQ-28408,2015-02-03,Standard Class,2.7
TA-28409,2015-10-30,Standard Class,9.9
JK-28410,2015-03-24,Standard Class,12.7
TA-28411,2015-10-19,Standard Class,6.2
LM-28412,2015-03-05,Standard Class,14.3
JK-28413,2015-08-20,Standard Class,5.5
MZ-28414,2015-04-16,Standard Class,14.3
MZ-28415,2015-08-04,Standard Class,7.7
AX-28416,2015-03-05,Standard Class,9.4
LM-28417,2015-04-07,Standard Class,2.4
LM-28418,2015-05-19,Standard Class,2.1
LM-28419,2015-12-10,Standard Class,3.7
OP-28420,2015-03-24,Standard Class,13.7
DF-28421,2015-11-22,Standard Class,10.7
DZ-28422,2015-05-21,Standard Class,2.1
LP-28423,2015-12-05,Standard Class,13
TA-28424,2015-10-19,Standard Class,7.4
LP-28425,2015-08-23,Standard Class,14.3
PQ-28426,2015-11-07,Standard Class,10.6
TA-28427,2015-08-14,Standard Class,12.5
JK-28428,2015-07-30,Standard Class,2.5
DF-28429,2015-10-17,Standard Class,2.8
JK-28430,2015-07-11,Standard Class,3.8
LM-28431,2015-06-11,Standard Class,11.7
AX-28432,2015-02-04,Standard Class,12.9
DZ-28433,2015-03-12,Standard Class,3.1
PQ-28434,2015-06-15,Standard Class,14.1
LP-28435,2015-04-03,Standard Class,7.1
DZ-28436,2015-02-07,Standard Class,14.8
AX-28437,2015-12-13,Standard Class,8.7
MZ-28438,2015-12-15,Standard Class,12.9
OP-28439,2015-10-22,Standard Class,2
LP-28440,2015-04-06,Standard Class,0.2
JK-28441,2015-11-20,Standard Class,3.5
JK-28442,2015-05-15,Standard Class,11.7
OP-28443,2015-12-04,Standard Class,8
MZ-28444,2015-01-08,Standard Class,1.2
AX-28445,2015-07-05,Standard Class,10.2
PQ-28446,2015-09-01,Standard Class,7.3
JK-28447,2015-11-15,Standard Class,14.3
DZ-28448,2015-04-11,Standard Class,10.4
PQ-28449,2015-09-14,Standard Class,10.5
LP-28450,2015-12-21,Standard Class,1.3
LP-28451,2016-01-08,Standard Class,0.2
LM-28452,2015-11-09,Standard Class,3
JK-28453,2015-06-04,Standard Class,12.2
JK-28454,2015-12-11,Standard Class,9
TA-28455,2015-05-22,Standard Class,1.6
JK-28456,2015-06-19,Standard Class,14.6
LM-28457,2015-03-10,Standard Class,6.9
LP-28458,2015-11-09,Standard Class,15.3
JK-28459,2015-04-21,Standard Class,10.6
LM-28460,2015-12-08,Standard Class,11.2
MZ-28461,2015-06-17,Standard Class,1.9
DF-28462,2015-02-17,Standard Class,1.7
JK-28463,2015-05-28,Standard Class,3.8
JK-28464,2015-07-11,Standard Class,13.1
DZ-28465,2015-07-16,Standard Class,11.6
AX-28466,2015-12-29,Standard Class,3.1
TA-28467,2015-11-16,Standard Class,13.9
TA-28468,2015-11-05,Standard Class,4.7
PQ-28469,2015-08-05,Standard Class,10.6
TA-28470,2015-06-18,Standard Class,10.4
PQ-28471,2015-10-06,Standard Class,11.2
DZ-28472,2015-10-03,Standard Class,2.5
OP-28473,2015-08-08,Standard Class,2.8
LP-28474,2015-07-12,Standard Class,3.6
TA-28475,2015-07-08,Standard Class,13.5
JK-28476,2015-04-30,Standard Class,10.1
OP-28477,2015-06-26,Standard Class,1.6
LP-28478,2015-02-21,Standard Class,9.1
PQ-28479,2015-09-10,Standard Class,6
AX-28480,2015-07-24,Standard Class,13.1
JK-28481,2015-03-16,Standard Class,9.6
AX-28482,2015-08-20,Standard Class,11.8
MZ-28483,2015-05-22,Standard Class,2.4
AX-28484,2015-07-04,Standard Class,0.2
DF-28485,2015-06-07,Standard Class,3.5
TA-28486,2015-07-20,Standard Class,9.9
OP-28487,2015-07-31,Standard Class,9
OP-28488,2015-01-09,Standard Class,1.6
LP-28489,2015-08-29,Standard Class,9.1
AX-28490,2015-07-24,Standard Class,6
MZ-28491,2015-05-22,Standard Class,14.8
DZ-28492,2015-12-25,Standard Class,6.7
OP-28493,2015-12-04,Standard Class,12.5
TA-28494,2015-04-24,Standard Class,0.2
JK-28495,2015-11-08,Standard Class,0.4
LP-28496,2015-08-02,Standard Class,3
DF-28497,2015-12-21,Standard Class,12.2
AX-28498,2015-08-15,Standard Class,11.4
LM-28499,2015-04-26,Standard Class,6.2
LP-28500,2015-10-01,Standard Class,11.4
OP-28501,2015-12-22,Standard Class,6
DZ-28502,2015-06-01,Standard Class,16.6
TA-28503,2015-02-27,Standard Class,11
PQ-28504,2015-05-06,Standard Class,11.2
OP-28505,2015-07-10,Standard Class,0.7
PQ-28506,2015-08-20,Standard Class,0.3
JK-28507,2015-07-04,Standard Class,4
AX-28508,2015-10-08,Standard Class,13.1
DF-28509,2015-03-24,Standard Class,10.7
TA-28510,2015-05-27,Standard Class,1.2
OP-28511,2015-06-26,Standard Class,10.2
PQ-28512,2015-10-28,Standard Class,6.9
DZ-28513,2015-09-05,Standard Class,11.8
LM-28514,2015-07-27,Standard Class,10
JK-28515,2015-04-03,Standard Class,12.9
MZ-28516,2015-05-27,Standard Class,2.6
JK-28517,2015-03-10,Standard Class,1.7
JK-28518,2015-02-28,Standard Class,3.1
OP-28519,2015-07-20,Standard Class,14
MZ-28520,2015-05-20,Standard Class,12
AX-28521,2015-01-12,Standard Class,6.2
LP-28522,2015-09-17,Standard Class,13
LM-28523,2015-09-17,Standard Class,6.9
AX-28524,2015-04-20,Standard Class,14.3
PQ-28525,2015-01-27,Standard Class,9.2
DF-28526,2015-10-18,Standard Class,10.5
DZ-28527,2015-12-13,Standard Class,2.2
LM-28528,2015-03-01,Standard Class,0.3
DF-28529,2015-08-25,Standard Class,3.1
JK-28530,2015-07-09,Standard Class,12.2
PQ-28531,2015-03-01,Standard Class,12.2
DF-28532,2015-04-07,Standard Class,3.1
LP-28533,2015-10-19,Standard Class,10.2
DZ-28534,2015-07-29,Standard Class,7.3
JK-28535,2015-10-22,Standard Class,15.6
MZ-28536,2015-02-13,Standard Class,11.2
LP-28537,2015-02-21,Standard Class,11.8
OP-28538,2016-01-01,Standard Class,2
DZ-28539,2015-10-21,Standard Class,2.1
TA-28540,2015-11-24,Standard Class,1.8
LM-28541,2015-03-04,Standard Class,12.6
JK-28542,2015-12-18,Standard Class,10.7
PQ-28543,2015-07-09,Standard Class,1.2
LP-28544,2015-04-10,Standard Class,11.4
AX-28545,2015-03-04,Standard Class,7.1
DF-28546,2015-09-24,Standard Class,12.8
DZ-28547,2015-03-23,Standard Class,8.5
TA-28548,2015-08-15,Standard Class,12.5
TA-28549,2015-10-27,Standard Class,1.3
OP-28550,2015-07-01,Standard Class,2.1
TA-28551,2015-03-10,Standard Class,3.7
PQ-28552,2015-09-03,Standard Class,13.7
AX-28553,2015-11-09,Standard Class,12.4
JK-28554,2015-06-30,Standard Class,1.6
DZ-28555,2015-12-22,Standard Class,13.9
LM-28556,2015-02-13,Standard Class,6.9
AX-28557,2015-10-06,Standard Class,14.6
DF-28558,2015-09-09,Standard Class,9.8
MZ-28559,2015-01-11,Standard Class,13.1
MZ-28560,2015-03-08,Standard Class,1.6
OP-28561,2015-09-11,Standard Class,2.8
PQ-28562,2015-04-26,Standard Class,3.1
LM-28563,2015-10-09,Standard Class,13.5
AX-28564,2015-10-15,Standard Class,10.1
DZ-28565,2015-04-13,Standard Class,6.2
LM-28566,2015-04-04,Standard Class,11.2
JK-28567,2015-03-27,Standard Class,6.9
MZ-28568,2015-01-28,Standard Class,14.8
AX-28569,2015-11-19,Standard Class,7.7
DF-28570,2015-06-05,Standard Class,12.5
TA-28571,2015-09-24,Standard Class,2.2
LP-28572,2015-12-23,Standard Class,2.1
OP-28573,2015-01-13,Standard Class,3.8
MZ-28574,2015-12-07,Standard Class,14.2
OP-28575,2015-02-23,Standard Class,12.4
LP-28576,2015-06-12,Standard Class,3.1
JK-28577,2015-10-31,Standard Class,11.2
DF-28578,2015-12-25,Standard Class,3.9
OP-28579,2015-01-27,Standard Class,15.3
LM-28580,2015-05-10,Standard Class,10.4
LM-28581,2015-07-10,Standard Class,12.9
MZ-28582,2015-10-29,Standard Class,2
LM-28583,2015-07-14,Standard Class,2.1
DF-28584,2015-04-16,Standard Class,1.8
PQ-28585,2015-02-11,Standard Class,12.4
JK-28586,2015-12-20,Standard Class,8
DF-28587,2015-01-22,Standard Class,1.6
OP-28588,2015-11-19,Standard Class,9.1
LP-28589,2015-01-07,Standard Class,4.7
DZ-28590,2015-02-10,Standard Class,16.3
JK-28591,2015-07-20,Standard Class,10.6
LM-28592,2015-07-03,Standard Class,11.6
DF-28593,2015-10-11,Standard Class,2.2
TA-28594,2015-01-20,Standard Class,0.4
MZ-28595,2015-03-06,Standard Class,2.4
PQ-28596,2015-02-16,Standard Class,13.5
JK-28597,2015-02-09,Standard Class,10.7
OP-28598,2015-08-19,Standard Class,6.2
PQ-28599,2015-06-27,Standard Class,13.9
LP-28600,2015-11-14,Standard Class,7.6
AX-28601,2015-12-18,Standard Class,16.1
LP-28602,2016-01-03,Standard Class,10.8
LP-28603,2015-02-18,Standard Class,11.2
JK-28604,2015-12-14,Standard Class,2.7
PQ-28605,2015-09-28,Standard Class,1.7
LM-28606,2015-07-25,Standard Class,1.8
DF-28607,2015-04-13,Standard Class,14
JK-28608,2015-08-29,Standard Class,8
AX-28609,2015-08-19,Standard Class,1.2
MZ-28610,2015-08-20,Standard Class,11.4
PQ-28611,2015-11-02,Standard Class,7.1
LM-28612,2015-02-08,Standard Class,15.8
OP-28613,2015-09-17,Standard Class,8.5
JK-28614,2015-08-27,Standard Class,10.3
DF-28615,2015-06-20,Standard Class,0.2
TA-28616,2015-07-15,Standard Class,2.8
DF-28617,2015-09-30,Standard Class,3.7
DZ-28618,2015-09-11,Standard Class,11
MZ-28619,2015-05-19,Standard Class,12.4
TA-28620,2015-06-21,Standard Class,1.2
DZ-28621,2015-03-17,Standard Class,12.1
DZ-28622,2015-01-27,Standard Class,6.6
AX-28623,2015-11-15,Standard Class,13.8
LP-28624,2015-09-14,Standard Class,10
PQ-28625,2015-12-07,Standard Class,8.4
MZ-28626,2015-11-04,Standard Class,1.6
DF-28627,2015-02-07,Standard Class,0.2
DF-28628,2015-09-15,Standard Class,3.2
TA-28629,2015-11-20,Standard Class,10.8
OP-28630,2015-07-16,Standard Class,12.7
LP-28631,2015-08-15,Standard Class,1.2
JK-28632,2015-08-25,Standard Class,11.4
LM-28633,2015-05-06,Standard Class,6.9
PQ-28634,2015-06-19,Standard Class,11.8
OP-28635,2015-07-13,Standard Class,6.7
TA-28636,2015-09-22,Standard Class,12.9
DZ-28637,2015-03-27,Standard Class,2
PQ-28638,2015-06-24,Standard Class,0.1
JK-28639,2015-12-08,Standard Class,3.8
OP-28640,2015-10-18,Standard Class,11
OP-28641,2015-09-11,Standard Class,12.7
PQ-28642,2015-11-28,Standard Class,6.2
DZ-28643,2015-09-28,Standard Class,12.5
LM-28644,2015-07-26,Standard Class,6.3
DF-28645,2015-10-19,Standard Class,16.6
PQ-28646,2015-12-10,Standard Class,10.6
TA-28647,2015-03-21,Standard Class,13.6
MZ-28648,2015-05-17,Standard Class,2.2
AX-28649,2015-09-11,Standard Class,0.1
DF-28650,2015-07-06,Standard Class,1.2
DZ-28651,2015-05-09,Standard Class,12.6
JK-28652,2015-01-05,Standard Class,9
LM-28653,2015-02-07,Standard Class,3.1
DZ-28654,2015-05-05,Standard Class,13.4
MZ-28655,2015-05-31,Standard Class,6.3
MZ-28656,2015-08-14,Standard Class,15.6
MZ-28657,2015-09-20,Standard Class,8.7
DF-28658,2015-07-05,Standard Class,11.2
TA-28659,2015-11-09,Standard Class,2.4
JK-28660,2015-05-14,Standard Class,4.3
PQ-28661,2015-04-13,Standard Class,3.5
MZ-28662,2015-07-14,Standard Class,13.3
AX-28663,2015-11-21,Standard Class,12.2
MZ-28664,2015-10-18,Standard Class,1.2
DF-28665,2015-08-18,Standard Class,13.7
JK-28666,2015-09-13,Standard Class,7.7
PQ-28667,2015-10-04,Standard Class,16.3
LP-28668,2015-06-02,Standard Class,6.7
PQ-28669,2015-04-19,Standard Class,12.1
LM-28670,2015-09-22,Standard Class,2.5
PQ-28671,2016-01-06,Standard Class,2.1
AX-28672,2015-07-15,Standard Class,2.4
OP-28673,2015-05-17,Standard Class,13.1
JK-28674,2015-03-06,Standard Class,12.4
JK-28675,2015-03-09,Standard Class,1.6
LM-28676,2015-12-09,Standard Class,11.4
DF-28677,2015-02-19,Standard Class,7.3
OP-28678,2015-09-08,Standard Class,15.6
PQ-28679,2015-02-18,Standard Class,8.5
MZ-28680,2015-12-04,Standard Class,10.3
LM-28681,2015-01-26,Standard Class,2.2
LP-28682,2015-06-27,Standard Class,0.2
AX-28683,2015-08-22,Standard Class,3.7
LP-28684,2015-12-10,Standard Class,12.2
MZ-28685,2015-10-28,Standard Class,13.1
DZ-28686,2015-12-04,Standard Class,3.1
DF-28687,2015-11-27,Standard Class,10.2
LM-28688,2015-12-30,Standard Class,3.9
PQ-28689,2015-06-21,Standard Class,13.1
TA-28690,2015-02-18,Standard Class,10.8
DZ-28691,2015-06-03,Standard Class,12.7
LP-28692,2015-10-10,Standard Class,0.7
AX-28693,2015-06-29,Standard Class,2.8
PQ-28694,2015-06-01,Standard Class,3.5
OP-28695,2015-09-01,Standard Class,12.2
LP-28696,2015-04-01,Standard Class,12.2
TA-28697,2015-10-16,Standard Class,3.1
LM-28698,2015-03-06,Standard Class,12.5
LP-28699,2015-08-05,Standard Class,6.6
JK-28700,2015-12-10,Standard Class,13.1
DF-28701,2015-10-31,Standard Class,7.7
MZ-28702,2015-11-26,Standard Class,13.1
LP-28703,2015-12-21,Standard Class,1.6
JK-28704,2015-10-01,Standard Class,1.7
PQ-28705,2015-03-06,Standard Class,3.6
JK-28706,2015-03-04,Standard Class,13.7
MZ-28707,2015-08-27,Standard Class,11.6
PQ-28708,2015-03-13,Standard Class,1.2
DZ-28709,2015-01-20,Standard Class,14.6
LM-28710,2015-10-09,Standard Class,4.7
MZ-28711,2015-06-23,Standard Class,15.3
LM-28712,2015-07-10,Standard Class,9.6
JK-28713,2015-11-20,Standard Class,11.6
DF-28714,2015-10-30,Standard Class,2.2
OP-28715,2015-09-11,Standard Class,2.1
OP-28716,2015-05-18,Standard Class,3.6
LP-28717,2015-04-29,Standard Class,13.7
LM-28718,2015-07-07,Standard Class,10.7
DF-28719,2015-08-24,Standard Class,3.1
JK-28720,2015-12-01,Standard Class,12.1
LP-28721,2015-02-15,Standard Class,6.3
DF-28722,2015-04-19,Standard Class,15.6
OP-28723,2015-12-26,Standard Class,10.4
LP-28724,2015-04-03,Standard Class,11.6
LM-28725,2015-08-17,Standard Class,2.8
MZ-28726,2015-05-15,Standard Class,0.1
TA-28727,2016-01-08,Standard Class,3.6
AX-28728,2015-12-01,Standard Class,13.7
PQ-28729,2015-09-22,Standard Class,12.9
JK-28730,2015-06-11,Standard Class,1.2
DZ-28731,2015-09-11,Standard Class,13
AX-28732,2015-09-22,Standard Class,6.6
TA-28733,2015-03-02,Standard Class,14.3
PQ-28734,2015-02-26,Standard Class,9.2
DZ-28735,2015-01-18,Standard Class,11.2
LM-28736,2015-04-24,Standard Class,2
DF-28737,2015-01-31,Standard Class,0.2
TA-28738,2015-09-08,Standard Class,3.6
AX-28739,2015-11-02,Standard Class,13.5
TA-28740,2015-10-07,Standard Class,11.4
AX-28741,2015-12-11,Standard Class,2.1
AX-28742,2015-02-21,Standard Class,13.7
MZ-28743,2015-04-17,Standard Class,7.1
TA-28744,2015-02-17,Standard Class,14.6
JK-28745,2015-08-30,Standard Class,8.7
LM-28746,2015-10-25,Standard Class,13.6
JK-28747,2015-08-12,Standard Class,2.4
OP-28748,2015-08-23,Standard Class,2.1
LP-28749,2015-09-20,Standard Class,2.2
TA-28750,2015-11-16,Standard Class,12.2
PQ-28751,2015-04-13,Standard Class,12.2
OP-28752,2015-09-01,Standard Class,1.6
DF-28753,2015-04-14,Standard Class,13
AX-28754,2015-03-04,Standard Class,4.7
AX-28755,2015-09-07,Standard Class,12.8
PQ-28756,2015-10-16,Standard Class,8.5
LM-28757,2015-09-14,Standard Class,11.6
PQ-28758,2015-03-08,Standard Class,2.5
TA-28759,2015-07-30,Standard Class,2.8
TA-28760,2015-04-04,Standard Class,3
DZ-28761,2015-02-09,Standard Class,14
MZ-28762,2015-06-23,Standard Class,8
JK-28763,2015-06-16,Standard Class,6.2
DZ-28764,2015-08-19,Standard Class,14.3
OP-28765,2015-04-28,Standard Class,4.7
DZ-28766,2015-03-12,Standard Class,13.8
LP-28767,2015-09-22,Standard Class,9.6
AX-28768,2015-08-25,Standard Class,13.6
DZ-28769,2015-05-07,Standard Class,1.8
LP-28770,2015-05-13,Standard Class,0.2
LP-28771,2015-11-18,Standard Class,3.8
TA-28772,2015-01-18,Standard Class,9.9
TA-28773,2015-05-03,Standard Class,12.7
LM-28774,2015-07-16,Standard Class,2.1
MZ-28775,2015-08-16,Standard Class,13
DZ-28776,2015-04-04,Standard Class,7.6
DZ-28777,2015-03-05,Standard Class,14.8
LP-28778,2015-01-09,Standard Class,6.7
DF-28779,2015-10-13,Standard Class,12.5
TA-28780,2015-12-23,Standard Class,2.2
PQ-28781,2015-08-01,Standard Class,1.7
MZ-28782,2015-10-29,Standard Class,2.4
DF-28783,2015-10-27,Standard Class,11.7
TA-28784,2015-07-28,Standard Class,10.7
PQ-28785,2015-03-02,Standard Class,2.1
LP-28786,2015-09-28,Standard Class,9.1
JK-28787,2015-05-28,Standard Class,4.7
DZ-28788,2015-08-09,Standard Class,14.3
LP-28789,2015-05-05,Standard Class,10.8
JK-28790,2015-01-16,Standard Class,12.5
LP-28791,2015-05-11,Standard Class,1.3
AX-28792,2015-10-30,Standard Class,0.4
TA-28793,2015-10-14,Standard Class,4.1
PQ-28794,2015-10-08,Standard Class,10.8
LM-28795,2015-11-26,Standard Class,12.4
LM-28796,2015-06-08,Standard Class,1.2
OP-28797,2015-01-21,Standard Class,12.5
TA-28798,2015-03-31,Standard Class,7.1
OP-28799,2015-05-24,Standard Class,13.8
DF-28800,2015-09-05,Standard Class,9.6
LM-28801,2015-10-05,Standard Class,11.6
TA-28802,2015-09-07,Standard Class,2.5
TA-28803,2015-12-03,Standard Class,0.3
LM-28804,2015-01-10,Standard Class,2.4
OP-28805,2015-11-14,Standard Class,11
LP-28806,2015-01-26,Standard Class,10.1
LP-28807,2015-03-18,Standard Class,6.2
OP-28808,2015-11-23,Standard Class,13.4
AX-28809,2015-08-04,Standard Class,5.5
LM-28810,2015-05-09,Standard Class,15.8
LM-28811,2015-03-16,Standard Class,10.6
MZ-28812,2015-06-15,Standard Class,13.6
LP-28813,2015-06-24,Standard Class,1.6
LP-28814,2015-12-09,Standard Class,1.7
JK-28815,2015-09-23,Standard Class,2.4
DZ-28816,2015-03-08,Standard Class,13.3
OP-28817,2015-11-28,Standard Class,11.6
PQ-28818,2015-01-28,Standard Class,6.2
DZ-28819,2015-02-03,Standard Class,12.5
TA-28820,2015-05-24,Standard Class,6.3
DZ-28821,2015-04-03,Standard Class,14.3
DZ-28822,2015-07-21,Standard Class,11.2
AX-28823,2015-02-24,Standard Class,9.4
DZ-28824,2015-02-25,Standard Class,2
DZ-28825,2015-09-23,Standard Class,1.7
LP-28826,2015-03-14,Standard Class,3
MZ-28827,2015-05-25,Standard Class,12.2
DZ-28828,2015-12-19,Standard Class,11.6
AX-28829,2015-05-03,Standard Class,6.2
LM-28830,2015-11-21,Standard Class,11.4
DZ-28831,2015-09-09,Standard Class,7.7
PQ-28832,2015-10-14,Standard Class,16.1
JK-28833,2015-11-14,Standard Class,9.2
DF-28834,2015-03-17,Standard Class,8.4
JK-28835,2015-11-14,Standard Class,1.6
MZ-28836,2015-06-19,Standard Class,2.1
AX-28837,2015-03-16,Standard Class,2.7
OP-28838,2015-03-27,Standard Class,12.6
JK-28839,2015-04-16,Standard Class,9.9
TA-28840,2015-07-24,Standard Class,3.1
JK-28841,2015-07-29,Standard Class,13.9
LP-28842,2015-01-10,Standard Class,6.6
PQ-28843,2015-12-09,Standard Class,14.8
LP-28844,2015-08-17,Standard Class,10.8
JK-28845,2015-02-05,Standard Class,12.7
LP-28846,2015-11-22,Standard Class,1.8
PQ-28847,2015-02-05,Standard Class,1.7
PQ-28848,2015-09-06,Standard Class,2.7
LP-28849,2015-07-30,Standard Class,12.4
LP-28850,2015-10-23,Standard Class,11.2
MZ-28851,2015-06-25,Standard Class,2.1
LP-28852,2015-05-31,Standard Class,13
OP-28853,2015-04-12,Standard Class,4.7
MZ-28854,2015-06-13,Standard Class,13.8
DZ-28855,2015-12-05,Standard Class,9.6
AX-28856,2015-06-25,Standard Class,10.3
LM-28857,2015-02-14,Standard Class,2.7
LM-28858,2015-03-06,Standard Class,4.3
PQ-28859,2015-10-13,Standard Class,3.6
PQ-28860,2015-10-20,Standard Class,12.4
JK-28861,2015-01-16,Standard Class,9
MZ-28862,2015-01-20,Standard Class,2.1
LM-28863,2015-02-10,Standard Class,12.5
AX-28864,2015-11-30,Standard Class,7.1
DZ-28865,2015-12-18,Standard Class,15.6
TA-28866,2015-03-26,Standard Class,10.4
TA-28867,2015-04-11,Standard Class,9.4
OP-28868,2015-12-16,Standard Class,2.4
TA-28869,2015-03-08,Standard Class,4.3
MZ-28870,2015-03-23,Standard Class,3.2
DZ-28871,2015-05-07,Standard Class,13.5
JK-28872,2015-06-14,Standard Class,11.2
AX-28873,2015-10-18,Standard Class,2.1
PQ-28874,2015-05-16,Standard Class,13.4
MZ-28875,2015-09-18,Standard Class,6.6
MZ-28876,2015-11-06,Standard Class,13.8
OP-28877,2015-03-18,Standard Class,10.6
TA-28878,2015-05-11,Standard Class,13.1
AX-28879,2015-03-16,Standard Class,0.7
MZ-28880,2015-04-13,Standard Class,2.1
OP-28881,2015-01-29,Standard Class,2.7
TA-28882,2015-08-31,Standard Class,13.5
DZ-28883,2015-02-07,Standard Class,11.2
PQ-28884,2015-07-19,Standard Class,1.2
LP-28885,2015-03-16,Standard Class,12.5
OP-28886,2015-05-17,Standard Class,6.9
DZ-28887,2015-03-07,Standard Class,13.1
MZ-28888,2015-03-22,Standard Class,10
DZ-28889,2015-07-08,Standard Class,12.9
MZ-28890,2015-11-05,Standard Class,1.3
LP-28891,2015-02-19,Standard Class,4.3
MZ-28892,2015-05-11,Standard Class,3
OP-28893,2015-09-25,Standard Class,13.7
DF-28894,2015-10-19,Standard Class,10.7
LP-28895,2015-05-06,Standard Class,2.1
AX-28896,2015-12-29,Standard Class,9.1
LM-28897,2015-03-01,Standard Class,5.5
